hotel_url,restaurants_nearby,spot_nearby
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306446-Reviews-Grand_Hotel_Taipei-Zhongshan_District_Taipei.html,"富樂台式涮涮鍋行, AN58西班牙創意料理(承德店), 85度C咖啡蛋糕烘焙專賣店 台北劍潭店, 圓苑餐廳 - 台北圓山大飯店","忠烈祠, 台北市立美術館, 士林觀光夜市, 士林官邸"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d1950018-Reviews-CityInn_Hotel_Taipei_Station_Branch_III-Datong_Taipei.html,"提拉米蘇精緻蛋糕, 福珍排骨酥, 神旺大飯店-潮品集 承德京站店, 小湯匙越式料理","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北車站 (桃園捷運)"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1372927-Reviews-YoMi_Hotel-Zhongshan_District_Taipei.html,"A Cut Steakhouse, 鼎極魚翅, 鰻味屋, Cama Cafe（民生馬偕店）","臺北戲棚, 雙連市場, 中山地下街, 欣欣秀泰影城"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d10684961-Reviews-Folio_Hotel_Daan_Taipei-Da_an_Taipei.html,"Gustoso 義大利餐廳-慕軒飯店, Le Blanc, Danny & Company, Kiki 台北東豐店","有魚陶藝, 有肉 Succulent & Gift, 三叶, KidsAwesome奧森兒童博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1144583-Reviews-CityInn_Hotel_Taipei_Station_Branch_I-Zhongzheng_District_Taipei.html,"頤宮中餐廳 Le Palais, 欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王","TourMeAway - Free Walking Tour In Taipei, 京站時尚廣場, 微風台北車站, 國立台灣博物館土銀展示館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12404865-Reviews-Finders_Hotel-Zhongzheng_District_Taipei.html,"陶板屋 - 台北重慶南店, 明星咖啡西餐, 極品軒, 丞祖胡椒餅(重慶店)","二二八紀念館, 國立台灣博物館土銀展示館, 總統府, 國立台灣博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1425877-Reviews-Taipei_Roumei_Boutique_Hotel-Zhongshan_District_Taipei.html,"金鳳廳 - 六福客棧, 養心茶樓, 富霸王豬腳極品, Fore Restaurant","袖珍博物館, 台北四面佛, 四平陽光商圈, 國賓長春電影院"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8559168-Reviews-Poshpacker_Hotel-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g293913-d1173001-Reviews-Royal_Seasons_Hotel_Taipei_Nanjing_West-Taipei.html,"天喜迷你火鍋, 森高砂咖啡, 金春發牛肉 - 天水路總店, 金春發牛肉麵","霞海城隍廟, 永樂市場, 東門, 大稻埕戲苑"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d6000566-Reviews-Formosa101_Hostel-Xinyi_District_Taipei.html,"燒肉同話(台北光復南店), 王品 - 台北光復南店, 馬友友印度廚房, 明月湯包","臨江街夜市-通化街夜市, 家具街 (文昌街), Church吧, 主的恢復展覽館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1020693-Reviews-Orange_Hotel_Kaifong-Zhongzheng_District_Taipei.html,"欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店)","微風台北車站, 國立台灣博物館土銀展示館, 國立台灣博物館, 台北地下街"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d300627-Reviews-The_Landis_Taipei-Zhongshan_District_Taipei.html,"巴黎廳1930 台北亞都麗緻大飯店, 天香樓 台北亞都麗緻大飯店, 巴賽麗廳 台北亞都麗緻大飯店, 紅翻天生猛海鮮","行天宮, 雙城美食一條街, 松江市場, 占卜街"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d7360936-Reviews-Sonnien_Hotel-Da_an_Taipei.html,"無老鍋 新生店, 濟南鮮湯包, 舞蔬弄果 信義店, 鳥丈爐端燒","益品書屋, 齊東詩舍, 鴻禧美術館, 22work/shop"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d7997174-Reviews-Home_Hotel_DaAn-Da_an_Taipei.html,"M One Café, 橘色涮涮屋, 羅浮宮 台北福華大飯店, FIFI 茶酒沙龍 常玉廳","天主教台北聖家堂, 太平洋崇光百貨公司（敦化館）, 悅禾莊園SPA - 仁愛會館, Draft Land"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6931589-Reviews-Fun_Inn_Taipei-Zhongzheng_District_Taipei.html,"東一排骨總店, Heritage Bakery And Cafe, 鄭記豬腳肉飯, 一番地壽喜燒","台北中山堂, 臺北郵局, 懐寧街, 撫臺街洋樓"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d302768-Reviews-The_Sherwood_Taipei-Songshan_Taipei.html,"杭州小籠湯包 民生店, 台北西華飯店Toscana餐廳, LULU餐廳, B-one (西華飯店)","台北小巨蛋, 松山機場觀景台, Breeze Nanjing, 台北松山機場旅遊服務中心"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d1797213-Reviews-Palais_de_Chine_Hotel-Datong_Taipei.html,"頤宮中餐廳 Le Palais, 雲軒西餐廳, 屋莎鬆餅屋, 金色三麥 京站店","桃園機場捷運線, 京站時尚廣場, 台北車站 (桃園捷運), 台北當代藝術館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d7912555-Reviews-Bouti_Capsule_Inn-Zhongzheng_District_Taipei.html,"欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店)","京站時尚廣場, 微風台北車站, 國立台灣博物館土銀展示館, 國立台灣博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d10541961-Reviews-Beimen_Wow_Poshtel-Datong_Taipei.html,"苦茶之家, 大稻埕魯肉飯, 永樂米苔目, 角公園咖啡","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北地下街"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d307869-Reviews-Y_Hotel_Taipei-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d11651293-Reviews-Hotel_Relax_5-Zhongzheng_District_Taipei.html,"福州世祖胡椒餅(重慶店), 劉山東牛肉麵, 良品牛肉麵, 老虎醬溫州大餛飩","桃園機場捷運線, 國立台灣博物館土銀展示館, 國立台灣博物館, 懐寧街"
https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d2035389-Reviews-Dandy_Hotel_Tianmu_Branch-Shilin_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1022815-Reviews-San_Want_Residences-Zhongshan_District_Taipei.html,"梅子鰻蒲燒屋日本料理, 明宮粵菜廳 台北老爺大酒店, 梅子餐廰, Le Cafe 咖啡廳 - 台北老爺大酒店","李制餅家, 老爺烘培坊-老爺大酒店, 頂好超市 - 林森北路, 林森公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1526865-Reviews-Forward_Hotel_Taipei_Songjiang_Branch-Zhongshan_District_Taipei.html,"金鳳廳 - 六福客棧, 老四川巴蜀麻辣鍋台北長安店, 養心茶樓, 魚紳海鮮美食餐廳","袖珍博物館, 樹火紀念紙博物館, 台北四面佛, 四平陽光商圈"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d5207493-Reviews-Eslite_Hotel-Xinyi_District_Taipei.html,"Kiki 誠品松菸店, 吳寶春麥方店(台北店), 七三茶堂, In Between","BabyBoss, 松山文創園區, 京華城, 國父紀念館"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d302966-Reviews-Les_Suites_Taipei_Ching_cheng-Songshan_Taipei.html,"The Jade Lounge at Mandarin Oriental Taipei, Bencotto at Mandarin Oriental, Taipei, 文華Cafe, 西班牙小酒館 Hestia Tapas Bar","松大茗茶, Breeze Nanjing, 吉軒茶語, 大千電影院"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d1877829-Reviews-Le_Meridien_Taipei-Xinyi_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d582177-Reviews-Rido_Hotel_Taipei-Da_an_Taipei.html,"舞蔬弄果 信義店, 一之軒（信義店）, 小林食堂, 綠水棧","青田七六, 台北清真寺, 清真寺, 金華公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d9570810-Reviews-Jian_Shan_Hotel-Datong_Taipei.html,"星巴克(保安門市), 小蒙牛頂級麻辣養生鍋(家樂福重慶店), 意麵王, 保安捌肆","慈聖宮, 聖母無原罪主教座堂, 新芳春行特展, 學藝埕"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8859127-Reviews-Aloft_Taipei_Zhongshan-Zhongshan_District_Taipei.html,"W XYZ Bar, 藝奇 - 台北中山北店, 這一鍋皇室祕藏鍋物 中山北殿, 欣葉台菜-創始店","臺北戲棚, 雙城街夜市, 晴光市場, 勝立生活百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15632350-Reviews-Courtyard_by_Marriott_Taipei_Downtown-Zhongshan_District_Taipei.html,"馬友友印度廚房二,民生東路, 1010湘辣料理-復北店, 杭州小籠湯包 民生店, 非常泰-復興店","松大茗茶, 長春市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1605452-Reviews-Tokyo_International_Hotel-Zhongshan_District_Taipei.html,"TGI FRIDAYS 星期五餐廳 (林森餐廳), 鶏家荘, 京鼎樓, 高家莊米苔目","欣欣百貨, 欣欣秀泰影城, 蔡瑞月舞蹈研究社, 康樂公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d3454140-Reviews-Solo_Singer_Hotel-Beitou_Taipei.html,"陶板屋 - 新北投光明店, 矮仔財滷肉飯, 蔡元益紅茶, 蔡元益紅茶光明店","北投圖書館, 北投溫泉, 北投溫泉博物館, 行義路溫泉街"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d612675-Reviews-Villa_32-Beitou_Taipei.html,"少帥禪園, 奇岩一號川湘料理, 喜歡西餐廳 大地酒店, 滿來溫泉拉麵","北投圖書館, 北投地熱谷公園, 北投溫泉博物館, 行義路溫泉街"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8634966-Reviews-Beauty_Hotels_Taipei_Hotel_B7_Journey-Zhongzheng_District_Taipei.html,"欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店)","TourMeAway - Free Walking Tour In Taipei, 二二八和平紀念公園, 二二八紀念館, 國立台灣博物館土銀展示館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d11918208-Reviews-Space_Inn_Xinyi-Xinyi_District_Taipei.html,"燒肉同話(台北光復南店), 王品 - 台北光復南店, 三太養生鐵板燒, 泰富豪 信義世貿店","台北國際書展, 四四南村眷村文物館, 臺北世界貿易中心一館, 四四南村"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d4176084-Reviews-Simple_Hotel-Songshan_Taipei.html,"慶城海南雞飯, 瞞著爹日本料理(八德店), 絲路宴餐廳, VOLKS沃克牛排","微風廣場, Breeze Nanjing, 吉軒茶語, 大千電影院"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d4191001-Reviews-Homey_Hostel_Taipei_Main_Station-Datong_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8695328-Reviews-Taipei_Discover_Hostel-Zhongshan_District_Taipei.html,"巴黎廳1930 台北亞都麗緻大飯店, 天香樓 台北亞都麗緻大飯店, 巴賽麗廳 台北亞都麗緻大飯店, 天外天精致麻辣火鍋","行天宮, 雙城街夜市, 晴光市場, 勝立生活百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d15019649-Reviews-Renaissance_Taipei_Shihlin_Hotel-Shilin_Taipei.html,"寬巷子鍋品美食, 士林廚房 - 台北士林萬麗酒店, 萬麗軒 - 台北士林萬麗酒店, 天仁家族-天仁喫茶趣","士林官邸公園, 士林觀光夜市, 士林官邸, 士林慈誠宮"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d7399045-Reviews-Sleepy_Dragon_Hostel-Songshan_Taipei.html,"司機俱樂部, Tipsy Dragon Bar, 海德堡複合式咖啡坊, 湄南小鎮","松山慈佑宮, BabyBoss, 松山火車站, 彩虹橋"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1628281-Reviews-JV_s_Hostel-Da_an_Taipei.html,"燒肉同話(台北光復南店), 王品 - 台北光復南店, 大樹站(安和店), 馬友友印度廚房","臨江街夜市-通化街夜市, 家具街 (文昌街), L Bar, Kashoku 酒吧"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d301804-Reviews-The_Westin_Taipei-Zhongshan_District_Taipei.html,"慶城海南雞飯, 絲路宴餐廳, VOLKS沃克牛排, 天仁喫茶趣","松大茗茶, 大千電影院, 長春市場, Urban One"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d301400-Reviews-GLORIA_PRINCE_HOTEL_Taipei-Zhongshan_District_Taipei.html,"夢樂小廚, 驢子餐廳, 九華樓 華泰王子大飯店, 彭園湘菜 － 林森店","臺北戲棚, 欣欣百貨, 欣欣秀泰影城, 蔡瑞月舞蹈研究社"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d9570810-Reviews-Jian_Shan_Hotel-Datong_Taipei.html,"古早味豆花, 星巴克(保安門市), 豆花荘, 夏樹甜品","迪化街, 林華泰茶行, 寧夏路夜市, 霞海城隍廟"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d11918208-Reviews-Space_Inn_Xinyi-Xinyi_District_Taipei.html,"Kiki餐廳(延吉創始店), 燒肉同話(台北光復南店), 王品 - 台北光復南店, 馬友友印度廚房","臨江街夜市-通化街夜市, 四四南村眷村文物館, 四四南村, 信義公民會館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8634966-Reviews-Beauty_Hotels_Taipei_Hotel_B7_Journey-Zhongzheng_District_Taipei.html,"欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店)","TourMeAway - Free Walking Tour In Taipei, 二二八和平紀念公園, 二二八紀念館, 國立台灣博物館土銀展示館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8859127-Reviews-Aloft_Taipei_Zhongshan-Zhongshan_District_Taipei.html,"W XYZ Bar, 藝奇 - 台北中山北店, 這一鍋皇室祕藏鍋物 中山北殿, 欣葉台菜-創始店","臺北戲棚, 雙城街夜市, 晴光市場, 勝立生活百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1020693-Reviews-Orange_Hotel_Kaifong-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3588280-Reviews-TW_Hostel_Taipei_1st_Branch-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 富宏牛肉麵, T.G.I.Fridays(西門店), 天天利美食坊","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1605452-Reviews-Tokyo_International_Hotel-Zhongshan_District_Taipei.html,"TGI FRIDAYS 星期五餐廳 (林森餐廳), 鶏家荘, 京鼎樓, 高家莊米苔目","欣欣百貨, 欣欣秀泰影城, 蔡瑞月舞蹈研究社, 康樂公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d7253521-Reviews-Next_Stop_Taipei-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 老牌牛肉拉麺大王, 富宏牛肉麵, T.G.I.Fridays(西門店)","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d6028427-Reviews-Taipei_City_Home-Datong_Taipei.html,"脆皮鮮奶甜甜圈(台北店), 三多屋爸爸嘴, 福元胡椒餅, 大稻埕魯肉飯","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北車站 (桃園捷運)"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d3908090-Reviews-On_My_Way_Taipei_Hostel-Beitou_Taipei.html,"矮仔財滷肉飯, 蔡元益紅茶, 拾米屋, 阿馬非Coffee","北投溫泉, 北投市場, 北投青磺名湯, 普済寺"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d1877829-Reviews-Le_Meridien_Taipei-Xinyi_District_Taipei.html,"La Farfalla 義式餐廳 - 寒舍艾麗酒店 Humble House Taipei, 探索廚房 - 台北寒舍艾美酒店, GB 鮮釀餐廳 信義店, Ice MONSTER Breeze Song Gao","統一時代百貨台北店, 台北探索館, 微風南山, Breeze Song Gao"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d658760-Reviews-Royal_Biz_Taipei-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d2182310-Reviews-Flip_Flop_Hostel_Main_Station-Datong_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d11978011-Reviews-Aloft_Taipei_Beitou-Beitou_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d300627-Reviews-The_Landis_Taipei-Zhongshan_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d3454140-Reviews-Solo_Singer_Hotel-Beitou_Taipei.html,"陶板屋 - 新北投光明店, 奇岩一號川湘料理, 矮仔財滷肉飯, 喜歡西餐廳 大地酒店","北投溫泉, 行義路溫泉街, R22A 新北投站, 北投公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1218729-Reviews-Hotel_Sense-Zhongshan_District_Taipei.html,"W XYZ Bar, 夢樂小廚, 驢子餐廳, 藝奇 - 台北中山北店","臺北戲棚, 雙城街夜市, 晴光市場, 全佳樂釣蝦場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d10387162-Reviews-Chill_Roof_Hotel-Zhongshan_District_Taipei.html,"梅子鰻蒲燒屋日本料理, 梅子餐廰, 養心茶樓, 魚紳海鮮美食餐廳","李制餅家, 頂好超市 - 林森北路, 昇祥茶行, 欣欣百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d14187606-Reviews-Hua_Shan_Din_by_Cosmos_Creation-Zhongzheng_District_Taipei.html,"光合箱子 - 华山店, B Line by A Train, Trio cafe, 沐樂咖啡","華山1914文化創意產業園區, 三創生活園區, 紀州庵文學森林, 台北啤酒工場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1198973-Reviews-Eight_Elephants_Dreaming_Dragon_Hostel-Zhongzheng_District_Taipei.html,"夏慕尼 - 台北南昌店, TGI Fridays 星期五餐廳 古亭店, 咖啡學人 - 傑克威爾, 晉江茶堂","國立臺灣大學, 國立臺灣師範大學, 梁實秋故居, Taiwan Mandarin Institute"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15632350-Reviews-Courtyard_by_Marriott_Taipei_Downtown-Zhongshan_District_Taipei.html,"馬友友印度廚房二,民生東路, 1010湘辣料理-復北店, 杭州小籠湯包 民生店, 非常泰-復興店","松大茗茶, 長春市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d16766127-Reviews-Kimpton_Da_An_Hotel-Da_an_Taipei.html,"Le Blanc, 樂軒和牛專門店, 鼎泰豐(復興店), 雅室牛排館","誠品書店 (敦南總店), SOGO(復興館), 糖村 - 台北敦南二店, 頂好超市忠孝店"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15661515-Reviews-DoubleTree_by_Hilton_Taipei_Zhongshan-Zhongshan_District_Taipei.html,"高記中山店, 青花驕, 屯京拉麵, 典藏藝術餐廳","天仁茗茶, 新光三越 (台北南西店), 林森公園, FAVtory快.食.尚"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d306433-Reviews-Caesar_Park_Taipei-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d2313699-Reviews-FX_Hotel_Taipei_Nanjing_East_Road-Zhongshan_District_Taipei.html,"慶城海南雞飯, 絲路宴餐廳, 天仁喫茶趣, 潮江燕潮廣海鮮餐廳","松大茗茶, 大千電影院, 長春市場, 敦煌樂器"
https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1443190-Reviews-Grandee_Taipei_Resort-Shilin_Taipei.html,"辛發亭, 豪大大雞排 士林總店, 阿宗麵線 士林分店, 福州世祖胡椒餅士林店","士林觀光夜市, 士林官邸, 士林慈誠宮, 榕 RON Cafe Bar"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d2153570-Reviews-Gloria_Residence-Zhongshan_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d2350510-Reviews-The_Corner_House_Taipei-Da_an_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1628281-Reviews-JV_s_Hostel-Da_an_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d10495711-Reviews-Green_World_Hotel_Zhongxiao-Da_an_Taipei.html,"布娜飛比利時啤酒餐廳 台北市民店, 黑熊先生巧克力布朗尼, 樂軒和牛專門店, 大腕燒肉專門店","誠品書店 (敦南總店), 糖村 - 台北敦南二店, 好様本事, 微風忠孝"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d300627-Reviews-The_Landis_Taipei-Zhongshan_District_Taipei.html,"一鷺炭火燒鳥工房(松江本店), 巴黎廳1930 台北亞都麗緻大飯店, 天香樓 台北亞都麗緻大飯店, 三井日本料理","行天宮, 全佳樂釣蝦場, 松江市場, 大普美蛋糕"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d7360936-Reviews-Sonnien_Hotel-Da_an_Taipei.html,"無老鍋 新生店, 濟南鮮湯包, 舞蔬弄果 信義店, 鳥丈爐端燒","益品書屋, 齊東詩舍, 鴻禧美術館, 22work/shop"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8553817-Reviews-Ark_Hotel_Chang_an_Fuxing-Zhongshan_District_Taipei.html,"瞞著爹日本料理(八德店), 林東芳牛肉麵, 絲路宴餐廳, VOLKS沃克牛排","大潤發, 微風廣場, 大千電影院, 國賓影城 Breeze Center"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d3826117-Reviews-Taipei_Morning_Hotel-Zhongshan_District_Taipei.html,"梅子鰻蒲燒屋日本料理, 梅子餐廰, 養心茶樓, 魚紳海鮮美食餐廳","李制餅家, 頂好超市 - 林森北路, 昇祥茶行, 欣欣百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d302516-Reviews-Hotel_Royal_Nikko_Taipei-Zhongshan_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d10884076-Reviews-Flip_Flop_Hostel_Garden-Datong_Taipei.html,"頤宮中餐廳 Le Palais, 君品酒店 Le Thé茶坊, 山頭火拉麵, 天吉屋 京站店","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北車站 (桃園捷運)"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d4314606-Reviews-CU_Hotel_Taipei_Branch-Datong_Taipei.html,"古早味豆花, 豆花荘, 圓環邊蚵仔煎, 鬍鬚張魯肉飯美食文化館 - 寧夏路","雙連市場, 大稻埕碼頭, 中山地下街, 聖母無原罪主教座堂"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2241584-Reviews-Swiio_Hotel_Ximending-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 富宏牛肉麵, T.G.I.Fridays(西門店), 天天利美食坊","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12419761-Reviews-CitizenM_Taipei_North_Gate-Zhongzheng_District_Taipei.html,"老牌牛肉拉麺大王, 富宏牛肉麵, T.G.I.Fridays(西門店), 天天利美食坊","台北地下街, 捷運北門站 (台北鐵道局), 台北中山堂, 臺北郵局"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306437-Reviews-Evergreen_Laurel_Hotel_Taipei-Zhongshan_District_Taipei.html,"犁記餅店, 想想廚房, Sabatini Cucina, hot 7 - 台北長安東店","袖珍博物館, 樹火紀念紙博物館, 三創生活園區, 台北啤酒工場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306458-Reviews-The_Riviera_Hotel-Zhongshan_District_Taipei.html,"地中海牛排館-歐華酒店, 這一鍋皇室祕藏鍋物 中山北殿, 欣葉台菜-創始店, Mr.Lin's 三明治","台北市立美術館, 花博公園, 雙城街夜市, MAJI 集食行樂"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d607467-Reviews-Hotel_Puri_Ximen_Branch-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, T.G.I.Fridays(西門店), 天天利美食坊, 黑熊先生巧克力布朗尼 西門店","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15661515-Reviews-DoubleTree_by_Hilton_Taipei_Zhongshan-Zhongshan_District_Taipei.html,"布娜飛小酒館 台北中山店, 梅子鰻蒲燒屋日本料理, 明宮粵菜廳 台北老爺大酒店, 梅子餐廰","李制餅家, 新光三越 (台北南西店), 台北當代藝術館, 老爺烘培坊-老爺大酒店"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1534317-Reviews-Just_Sleep_Ximending-Zhongzheng_District_Taipei.html,"西門町芒菓冰, 鴨肉扁, 東一排骨總店, 楊排骨酥麵","西門站地下商城, 西本願寺廣場, 萬年商業大樓, 台北中山堂"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d6028427-Reviews-Taipei_City_Home-Datong_Taipei.html,"脆皮鮮奶甜甜圈(台北店), 三多屋爸爸嘴, 福元胡椒餅, 大稻埕魯肉飯","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北車站 (桃園捷運)"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d5893025-Reviews-Meander_Taipei_Hostel-Wanhua_Taipei.html,"黔園川菜餐庁, 梁山泊小籠湯包, 馬林漁, 雅香石頭火鍋成都店","西門町, 天后宮, 艋舺清水巖祖師廟, 萬年商業大樓"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d505594-Reviews-Pacific_Business_Hotel-Xinyi_District_Taipei.html,"Kiki餐廳(延吉創始店), 燒肉同話(台北光復南店), 凱菲屋 台北君悅酒店, 王品 - 台北光復南店","臨江街夜市-通化街夜市, 四四南村眷村文物館, 臺北世界貿易中心一館, 四四南村"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d659162-Reviews-THE_Tango_Taipei_NanShi-Zhongshan_District_Taipei.html,"布娜飛小酒館 台北中山店, 梅子鰻蒲燒屋日本料理, 明宮粵菜廳 台北老爺大酒店, 梅子餐廰","李制餅家, 新光三越 (台北南西店), 台北當代藝術館, 老爺烘培坊-老爺大酒店"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d606628-Reviews-Miramar_Garden_Taipei-Zhongshan_District_Taipei.html,"無老鍋 市民店, 田園海鮮餐廳, 華漾中崙, 金泰食堂","袖珍博物館, 樹火紀念紙博物館, 三創生活園區, 台北啤酒工場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d9755670-Reviews-Uinn_Travel_Hostel-Zhongzheng_District_Taipei.html,"黃龍荘, 黃龍莊, 秘魯烤雞與美食, 林家乾麵店","台北植物園, 國立歷史博物館, 二二八國家記念館, 郵政博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1443190-Reviews-Grandee_Taipei_Resort-Shilin_Taipei.html,,
